priority_rank,admin2_name,admin1_name,admin2_pcode,priority_tier,priority_score,disaster_score,poverty_score,flood_extent_pct,chirps_mean_mm,floodscan_mean,MPI,Headcount Ratio,In Severe Poverty,ipc_phase3plus_pct,ipc_phase_label,population_2026,affected_population_proxy,recommended_beneficiaries
106,Kitui Rural,Kitui,KE015071,High,10.838426330168812,0.020512541154292362,0.24019184652278175,7.518880091960866e-05,0.0,0.02267222272025214,0.151,37.0811,8.0134,0.15,P2,-5994011648.0,-122952410.60890779,0
107,Gilgil,Nakuru,KE032169,High,10.637974882781029,0.08154989541417051,0.14362452894826994,0.00382635575268666,0.0,0.000248767518704491,0.0727,17.7324,4.137,0.15,,-7024360960.0,-572835901.6393824,0
108,Chesumei,Nandi,KE029154,High,10.562937375252691,0.05160451180976709,0.18666666666666665,1.6166409619216283e-05,2.5919278462727866,0.00017999999690800905,0.1076,25.7708,5.3463,0.15,,-1002892416.0,-51753773.52539785,0
109,Nyatike,Migori,KE044258,High,10.548586965864185,0.025301617867748934,0.22576224734498118,0.0008510271149600476,0.0,0.008642693551687093,0.1393,33.4521,6.2976,0.15,,-7547418624.0,-190961901.91237947,0
110,Matungu,Kakamega,KE037206,High,10.466892585659949,0.05954127816342007,0.1723603973963686,0.0,3.0180509090423584,3.33333324912625e-05,0.096,23.9991,2.8976,0.15,,-212802944.0,-12670559.282698704,0
111,Yatta,Machakos,KE016076,High,10.456091967494249,0.07884739324606438,0.14313120931825968,0.0002906547592733376,0.0,0.087107138974326,0.0723,18.792,1.4464,0.15,,-1260489344.0,-99386298.98884171,0
112,Narok North,Narok,KE033179,High,10.442098138978267,0.023490261891501434,0.22581706063720447,0.0,0.0,0.028157575563950973,0.1934,43.3427,11.611,0.05,P2,-17346205696.0,-407466914.6228939,0
113,Kanduyi,Bungoma,KE039220,High,10.321514729920315,0.04124986580242894,0.19616306954436447,0.0,2.0777637775127706,0.00033333331036070984,0.1153,28.5666,3.6231,0.15,,-294553888.0,-12150308.351583684,0
114,Narok West,Narok,KE033182,High,10.234244527793818,0.020026035038427297,0.22581706063720447,3.142793251075512e-05,0.8437758623543432,0.0032596775600987095,0.1934,43.3427,11.611,0.05,P2,-48375721984.0,-968773903.4608017,0
115,North Imenti,Meru,KE012056,High,10.150067303396696,0.009510371466340936,0.23948612538540598,0.0,0.0,0.011400000751018524,0.1234,29.167,6.4093,0.2,P3,-777189056.0,-7391356.6221348485,0
116,Naivasha,Nakuru,KE032168,High,10.127846431522824,0.0730477545598671,0.14362452894826994,0.0028915922758309806,0.0,0.013877259194850921,0.0727,17.7324,4.137,0.15,,-11760054272.0,-859045558.0717726,0
117,Kitui East,Kitui,KE015073,Medium,10.065558600509043,0.007631412326629525,0.24019184652278175,0.0001241559030354889,0.0,0.0059839290167604175,0.151,37.0811,8.0134,0.15,P2,-40790429696.0,-311288587.9905694,0
118,Narok South,Narok,KE033181,Medium,10.058109870411984,0.01709045741539674,0.22581706063720447,4.732018646138896e-05,0.0,0.019280357020241872,0.1934,43.3427,11.611,0.05,P2,-40570220544.0,-693363626.540486,0
119,Nakuru Town West,Nakuru,KE032175,Medium,10.031618879573681,0.07144396202738139,0.14362452894826994,0.0030153960664571697,0.0,0.008799999952316284,0.0727,17.7324,4.137,0.15,,-936226176.0,-66887707.36718448,0
